pickup_date,day of week,avg fares,total fares,tip percentage,duration,frequency_of_rides,avg trip distance,tip amount avg,avg passengers,sum of passengers,avg fare per mile,Bronx_Pickups,Brooklyn_Pickups,EWR_Pickups,Manhattan_Pickups,Queens_Pickups,Staten Island_Pickups,Unknown_Pickups,Bronx_Dropoffs,Brooklyn_Dropoffs,EWR_Dropoffs,Manhattan_Dropoffs,Queens_Dropoffs,Staten Island_Dropoffs,Unknown_Dropoffs
2014-11-22,Saturday,12.063229835033793,6206157.79,11.499722600510937,13.005801710112756,514469,2.7784703257144745,1.3872379676909592,1.7397122081213834,895028,5.739696308709747,526.0,14747.0,1.0,471328.0,17896.0,0.0,9858.0,3851.0,30426.0,613.0,446409.0,23165.0,83.0,9119.0
2014-11-23,Sunday,12.46066543076684,5289826.61,11.629978737620664,12.316196098199859,424522,3.1081385181451138,1.4491727401642316,1.7290199330070055,734007,5.365370832224601,314.0,13698.0,0.0,381628.0,21403.0,4.0,7354.0,2634.0,29074.0,879.0,358771.0,25596.0,82.0,6730.0
2014-11-24,Monday,12.317822191887087,4890742.03,12.063317925603204,13.583417916311964,397046,2.8275303365353137,1.4859380525178443,1.6454214373145681,653308,5.9413108548466,205.0,6360.0,1.0,365940.0,19498.0,5.0,4931.0,1897.0,18143.0,598.0,352483.0,18857.0,64.0,4341.0
2014-11-25,Tuesday,13.40229600777534,5460658.29,12.284111811728106,15.975668806848583,407442,17.83741001173173,1.6463530269338948,1.6513540577554597,672831,6.480950299629198,216.0,6835.0,1.0,374908.0,19697.0,3.0,5660.0,1816.0,18301.0,821.0,358220.0,22406.0,72.0,5074.0
2014-11-26,Wednesday,12.304370571396179,5209473.63,11.589873428344815,14.020477824701295,423384,48.440043860892246,1.4260609753793247,1.6921895962058084,716446,6.360941518194119,244.0,7172.0,4.0,389749.0,20084.0,8.0,6030.0,2078.0,17819.0,913.0,374477.0,22020.0,85.0,5343.0
2014-11-27,Thursday,12.407413779062665,3656564.1,10.248103677438609,11.811148945170588,294708,3.398542557378829,1.2715246277671457,1.7677870977374215,520981,5.372512818943832,674.0,8225.0,2.0,264956.0,16153.0,0.0,4625.0,3123.0,18424.0,620.0,248118.0,19470.0,79.0,4247.0
2014-11-28,Friday,11.274825251579957,3903479.8,9.691856737672884,11.394537884302103,346212,68.49571343569836,1.0927399108060956,1.7759869675227895,614868,5.703897284977839,432.0,5086.0,0.0,318347.0,15752.0,3.0,6497.0,2024.0,14212.0,281.0,309371.0,13816.0,49.0,5960.0
2014-11-29,Saturday,12.230697804460215,4811972.36,10.376753701885352,12.392285279530153,393434,2.9844394993823613,1.269149387190736,1.7837070512462065,701771,5.564874898239483,254.0,6973.0,2.0,355789.0,22902.0,7.0,7373.0,2215.0,21130.0,487.0,343620.0,18543.0,80.0,6738.0
2014-11-30,Sunday,13.45014626023129,4951146.79,11.578352941541448,13.016948646830258,368111,41.10078109591944,1.5573054051631166,1.7267536150780607,635637,5.313432743225576,293.0,8322.0,5.0,322205.0,31417.0,3.0,5754.0,2526.0,25178.0,823.0,310871.0,22637.0,79.0,5239.0
2014-12-01,Monday,13.527435028163081,5362829.87,12.565092429456465,14.947024735921193,396441,3.213804223074808,1.6997347146233615,1.6486816449358164,653605,5.99817785677218,229.0,5614.0,1.0,353226.0,31563.0,2.0,5666.0,2013.0,19423.0,711.0,347992.0,20348.0,56.0,5005.0
2014-12-02,Tuesday,12.873424809130695,5641881.41,12.96501391722801,14.842674292311834,438258,48.94665135605055,1.6690413181276782,1.63459879796832,716376,6.2860021283942995,226.0,5924.0,1.0,399565.0,25138.0,3.0,7231.0,1895.0,20035.0,568.0,389553.0,18728.0,91.0,6510.0
2014-12-03,Wednesday,13.325892143960896,5812407.68,13.0437428298216,15.67413268557961,436174,2.920226583886247,1.7381951010376593,1.6450086433395847,717510,6.521309914316858,215.0,6589.0,5.0,399227.0,23548.0,4.0,6431.0,2038.0,20802.0,623.0,386341.0,19632.0,86.0,5714.0
2014-12-04,Thursday,13.499685977996531,6156113.3,13.01763289509308,15.817600436239132,456019,32.54268256366511,1.757339562605944,1.6557709218256258,755063,6.410304229206054,244.0,7193.0,1.0,416163.0,24305.0,5.0,7880.0,2116.0,20177.0,756.0,402049.0,22501.0,129.0,7168.0
2014-12-05,Friday,13.03866804706874,6435573.62,12.5552607694355,15.138976435915307,493576,110.08796122582945,1.6370387741705432,1.6753975071721479,826936,6.314555598344804,256.0,9972.0,0.0,451148.0,23772.0,2.0,8247.0,2442.0,24990.0,758.0,432522.0,24269.0,120.0,7471.0
2014-12-06,Saturday,12.243096513689185,6215820.1,11.504610630542542,13.96109913991202,507700,32.59172430569234,1.4085205830214693,1.752950561355131,889973,6.088054758169554,308.0,14878.0,1.0,467230.0,18151.0,0.0,6993.0,2551.0,30119.0,458.0,446643.0,20810.0,93.0,6218.0
2014-12-07,Sunday,12.688244442993057,5828091.32,12.003583876582082,12.892371787893962,459330,12.843500947031545,1.5230440641804366,1.72410032003135,791931,5.585197822615502,315.0,13602.0,4.0,412465.0,25187.0,7.0,7612.0,2500.0,29426.0,1097.0,391821.0,26650.0,80.0,6930.0
2014-12-08,Monday,12.91229617494223,5548659.0,12.893114354297136,14.397124244758396,429719,26.433255220271853,1.6647971116008367,1.6454427195446326,707078,6.233715503326352,214.0,6506.0,1.0,388991.0,25600.0,8.0,8161.0,1896.0,19199.0,746.0,379127.0,20350.0,74.0,7358.0
2014-12-09,Tuesday,12.869425502862846,5607916.51,13.318872680577766,15.013092639977359,435755,2.796026069695127,1.7140623974481073,1.634558410115776,712267,6.535266152253019,251.0,6711.0,4.0,400494.0,21938.0,4.0,6180.0,1949.0,21372.0,591.0,386774.0,18530.0,98.0,5444.0
2014-12-10,Wednesday,13.323365970023316,5937065.08,13.482927325431978,15.837666428044065,445613,2.969368846959133,1.7963797510395794,1.637777623184243,729815,6.568734239140158,196.0,7230.0,3.0,410212.0,21201.0,5.0,6602.0,1954.0,22335.0,719.0,392041.0,21380.0,135.0,5950.0
2014-12-11,Thursday,13.811574260276164,6476592.46,13.285556028331602,16.259867640525314,468925,37.90611317374847,1.8349444367436156,1.6496028149490858,773540,6.348864700173425,232.0,9715.0,1.0,423896.0,26452.0,5.0,8455.0,2210.0,27875.0,720.0,404745.0,24368.0,149.0,7668.0
2014-12-12,Friday,13.617203400263579,6747201.73,12.722427968668427,15.998777407998666,495491,23.399198047996837,1.7324388939456015,1.6748901594579921,829893,6.460479098712824,353.0,10531.0,4.0,450261.0,25360.0,6.0,8752.0,2667.0,27934.0,748.0,428798.0,25778.0,139.0,7913.0
2014-12-13,Saturday,12.74175496516377,6364251.77,11.638986903247545,14.486076586316436,499480,2.8128530271482344,1.483011191639305,1.7512773284215584,874728,6.288164904506169,361.0,15961.0,1.0,455547.0,18927.0,3.0,8455.0,2966.0,31372.0,534.0,432818.0,22896.0,117.0,7690.0
2014-12-14,Sunday,12.980181944129004,5715174.11,11.898359121031222,13.358443371943372,440300,25.719621076538726,1.544428662275721,1.7261548943901885,760026,5.544853652444459,370.0,16021.0,4.0,392917.0,23388.0,11.0,7363.0,2921.0,31636.0,1019.0,369060.0,27918.0,86.0,6672.0
2014-12-15,Monday,12.994609082539908,5321435.36,12.796676534280028,14.46525054679036,409511,11.116730710530364,1.6628780911868057,1.6466248769874314,674311,6.093167080392011,245.0,6831.0,3.0,371999.0,23670.0,2.0,6617.0,2023.0,19681.0,739.0,358408.0,21820.0,81.0,5920.0
2014-12-16,Tuesday,12.770979676084028,5605706.59,13.058147055106573,14.691295299368251,438941,9.674003544895555,1.6676533064808254,1.644120736044252,721672,6.361461604890277,190.0,8093.0,3.0,403649.0,20353.0,0.0,6447.0,2009.0,22450.0,659.0,386390.0,20624.0,79.0,5739.0
2014-12-17,Wednesday,12.976305580069988,5910888.86,13.20998513918937,14.864704194968027,455514,25.038842187067797,1.7141680387430465,1.6505244624753574,751837,6.196146252117437,194.0,8172.0,1.0,419737.0,20705.0,2.0,6564.0,2181.0,24030.0,786.0,398546.0,22903.0,132.0,5877.0
2014-12-18,Thursday,13.244129414161913,6369790.53,13.144626594180956,15.273676028654279,480952,3.3905323608177116,1.740891357141669,1.656949134217136,796913,6.252804874983179,284.0,9340.0,7.0,441362.0,21816.0,8.0,7961.0,2544.0,26207.0,919.0,417877.0,24858.0,155.0,7173.0
2014-12-19,Friday,13.03965278926352,6622526.7,12.685386228793913,14.823510627265973,507876,2.942414487000764,1.654130319211776,1.6837968322976475,855160,6.167141558229034,381.0,11162.0,7.0,464909.0,22325.0,8.0,8961.0,2951.0,28044.0,1068.0,438310.0,28115.0,161.0,8134.0
2014-12-20,Saturday,12.358326851480497,6101132.95,11.503249244880003,13.16578185999468,493686,2.89335685030566,1.4216091402227327,1.7467985723719126,862370,5.841409059852064,363.0,14730.0,3.0,450056.0,18585.0,4.0,9702.0,3153.0,30327.0,1122.0,422222.0,26875.0,130.0,8916.0
2014-12-21,Sunday,12.357416159919048,5177905.66,11.222292335082829,12.435897142166176,419012,64.17584336486784,1.386785366528882,1.7466826725726232,731881,5.55591762541657,318.0,11626.0,3.0,380275.0,18618.0,7.0,8034.0,2765.0,25768.0,1100.0,354915.0,26178.0,87.0,7350.0
2014-12-22,Monday,12.384220028438584,4711811.81,11.339706073702464,13.746152643185122,380469,2.8555341171028386,1.4043341507455271,1.6812434127353346,639661,6.0553865802578555,257.0,6502.0,2.0,350539.0,17149.0,3.0,5922.0,2016.0,16683.0,870.0,333943.0,21012.0,80.0,5316.0
2014-12-23,Tuesday,12.434528410337872,4759290.88,11.294390142423907,14.092189639135933,382748,2.8318897028854497,1.4044041510341008,1.6823001034623304,643897,6.1530306965089405,271.0,6686.0,8.0,351981.0,17732.0,0.0,5988.0,2257.0,16666.0,885.0,334168.0,22748.0,80.0,5368.0
2014-12-24,Wednesday,11.487017312899695,3987603.19,10.532640285103193,11.852908480728237,347140,2.737851616062684,1.2098862130552515,1.724439707322694,598622,5.851246563331385,654.0,5826.0,1.0,319710.0,16067.0,16.0,4744.0,3250.0,14925.0,522.0,302887.0,20683.0,100.0,4208.0
2014-12-25,Thursday,12.596614060942514,2641169.86,9.153421128317737,11.43265036509231,209673,3.2819206097113125,1.153021132906955,1.8052157407009963,378505,5.1929391552943684,659.0,4667.0,2.0,186120.0,15086.0,6.0,3064.0,2613.0,12086.0,354.0,175467.0,15872.0,53.0,2806.0
2014-12-26,Friday,12.512169210898403,3477744.92,9.147558470159451,12.727048607238498,277949,31.252987778333434,1.1445579944522197,1.7930807450287642,498385,5.848732697522434,256.0,3362.0,1.0,250067.0,19576.0,9.0,4608.0,1733.0,11951.0,331.0,245455.0,13847.0,41.0,4191.0
2014-12-27,Saturday,13.047741095292219,4212998.17,9.148621823398514,13.386800705707707,322891,3.3145922617849366,1.1936884893044402,1.814773406505601,585974,5.916750620618344,310.0,5522.0,0.0,289514.0,22187.0,2.0,5263.0,2730.0,18188.0,444.0,278243.0,17818.0,67.0,4776.0
2014-12-28,Sunday,13.231571498820129,4278309.56,10.037478914919845,12.5873584956233,323341,8.723769642575485,1.3281161993066144,1.780590769497218,575738,5.424225212062803,312.0,6381.0,5.0,283261.0,28374.0,8.0,4913.0,2528.0,21854.0,569.0,272602.0,20519.0,89.0,4447.0
2014-12-29,Monday,12.664263071398857,4292260.69,10.168379358151238,12.961672031637097,338927,28.573933383885024,1.2877503120140914,1.7348426062249394,587985,5.780778962968895,163.0,4980.0,0.0,302440.0,25032.0,1.0,6218.0,1816.0,17742.0,404.0,296068.0,16734.0,59.0,5621.0
2014-12-30,Tuesday,12.523925224969567,4722158.53,10.344438393939308,13.311976231332102,377051,2.924388371864814,1.2955297294000017,1.7372716157761152,655040,6.027942728609337,184.0,5495.0,4.0,341300.0,22975.0,1.0,7029.0,1991.0,19253.0,422.0,331413.0,16953.0,55.0,6395.0
2014-12-31,Wednesday,11.375816759975557,4598253.02,10.772879131388034,11.325492129149731,404213,19.44115664266117,1.225502989760349,1.7409237209095205,703704,5.642169699831083,494.0,9659.0,1.0,366040.0,20079.0,1.0,7788.0,2773.0,22814.0,280.0,353049.0,17417.0,67.0,7105.0
2015-01-01,Thursday,12.660883096890634,4770177.62,10.153516254180909,11.804580175971761,376765,3.267659681764495,1.2855248231656338,1.8100566666224305,681966,5.250881314062044,1048.0,18311.0,1.0,326432.0,23436.0,8.0,7341.0,4429.0,30552.0,726.0,306350.0,26672.0,104.0,6897.0
2015-01-02,Friday,12.078568668095423,4125507.6,10.472764127255516,11.845774777781681,341556,38.104693578798205,1.2649600065582218,1.75901169939922,600801,5.564228605147194,228.0,4648.0,2.0,310139.0,19928.0,2.0,6538.0,1857.0,15022.0,791.0,301229.0,16083.0,56.0,5952.0
2015-01-03,Saturday,11.580629031897478,4662025.41,11.00827226078976,11.400553980954085,402571,16.88028981223188,1.2748271733433358,1.7770852843349372,715403,5.548733052456272,307.0,7644.0,2.0,366951.0,21144.0,3.0,6413.0,2452.0,21290.0,628.0,350779.0,20988.0,74.0,5742.0
2015-01-04,Sunday,12.637649811408988,4107766.97,11.815299980368652,11.51908712309999,325042,17.47223568031208,1.493176235686465,1.7226050787282874,559919,5.144920195750948,240.0,6591.0,2.0,287451.0,26379.0,2.0,4297.0,2273.0,20171.0,731.0,275097.0,22282.0,66.0,3792.0
2015-01-05,Monday,12.148011122342988,4362314.35,12.444025956084529,11.885359573225804,359097,3.042852766801171,1.5117016572123967,1.6555805255961482,594514,5.505010009761835,192.0,4762.0,3.0,321476.0,26325.0,2.0,6238.0,1962.0,16705.0,511.0,315807.0,17813.0,60.0,5561.0
2015-01-06,Tuesday,11.790258229419221,4483622.98,12.815972987987495,12.568781237783188,380282,2.7369975176316523,1.5110363098963402,1.6475405094114368,626530,5.952200085360372,199.0,4766.0,2.0,347186.0,20730.0,1.0,7309.0,1834.0,16640.0,390.0,338271.0,15835.0,64.0,6609.0
2015-01-07,Wednesday,11.443169277220344,4866333.61,13.068854521052863,12.024871667046826,425261,2.6493814151779733,1.495491145437743,1.6485875732785278,701080,5.941856291354768,188.0,5943.0,2.0,391797.0,19528.0,9.0,7713.0,1850.0,19043.0,388.0,379523.0,16743.0,76.0,6949.0
2015-01-08,Thursday,11.64895543490682,5198823.97,13.317238744669405,12.527957804810463,446291,2.664161791297606,1.5513192065266834,1.655986788888864,739052,6.003736005567634,242.0,5994.0,1.0,410566.0,20407.0,1.0,8926.0,2058.0,19956.0,455.0,396893.0,17924.0,79.0,8123.0
2015-01-09,Friday,11.936798523575636,5290783.02,13.103911035081534,13.16905408667676,443233,67.33156773074207,1.5641874589662774,1.6700313379193337,740213,5.990229725420387,374.0,7077.0,3.0,405785.0,21269.0,5.0,8647.0,2318.0,21101.0,516.0,390846.0,19824.0,102.0,7838.0
2015-01-10,Saturday,11.312324287445154,5770032.0,12.436981458681686,11.639622519438662,510066,5.86849101880933,1.406911674175499,1.7345461175612569,884733,5.662318155657604,407.0,10537.0,0.0,468735.0,19891.0,7.0,10370.0,2702.0,26816.0,388.0,448816.0,21089.0,69.0,9521.0
2015-01-11,Sunday,11.963161521140615,4962247.62,12.7763477067273,11.267527696479057,414794,70.67089704769114,1.5284551126583317,1.7155817104393989,711613,5.231046934816339,284.0,9682.0,6.0,372796.0,23592.0,5.0,8305.0,2756.0,25083.0,560.0,354560.0,23428.0,74.0,7611.0
2015-01-12,Monday,11.942539833452708,4685309.17,13.479092138545044,12.60256775276708,392321,2.816433915084841,1.6097459478335343,1.6368382013708163,642166,5.886439993644056,201.0,4984.0,3.0,357849.0,22761.0,2.0,6422.0,1750.0,16672.0,459.0,350155.0,16750.0,75.0,5766.0
2015-01-13,Tuesday,11.859825780440561,5265525.45,13.845169241371725,12.874960283496252,443980,2.690060903644308,1.6420129510338304,1.6400738772016759,728160,5.9971666654157385,205.0,5535.0,2.0,410889.0,19673.0,3.0,7553.0,1915.0,18362.0,530.0,397461.0,18099.0,81.0,6793.0
2015-01-14,Wednesday,11.981489023342533,5243770.56,13.968948900769604,12.796583161204234,437656,2.7646897563383117,1.6736880792220374,1.6396987588425613,717624,5.87400347179124,185.0,5862.0,2.0,405082.0,18592.0,2.0,7773.0,1777.0,19840.0,738.0,387169.0,20222.0,89.0,7059.0
2015-01-15,Thursday,12.276086537534932,5477724.85,13.798139021166788,13.386522967833603,446211,2.8296836250114854,1.6938714868078106,1.643088135433685,733164,5.912161288824536,194.0,6100.0,3.0,411164.0,20741.0,2.0,7845.0,2088.0,20878.0,636.0,393517.0,21041.0,96.0,7077.0
2015-01-16,Friday,12.093654815572904,5719379.61,13.248409297315375,13.017881449591618,472924,2.8191674349366918,1.6022168889715893,1.6658046536018472,787799,5.834127202813998,285.0,7742.0,3.0,434488.0,21684.0,4.0,8522.0,2465.0,22960.0,684.0,414477.0,23628.0,97.0,7720.0
2015-01-17,Saturday,11.35904502731916,5357459.51,12.16480980926723,11.631974548762104,471647,2.687790699400187,1.3818062237224025,1.7417114918572576,821473,5.6445105869778205,380.0,10973.0,1.0,433546.0,17300.0,2.0,9291.0,2835.0,27807.0,472.0,410651.0,20547.0,80.0,8555.0
2015-01-18,Sunday,11.515840683448213,4863473.48,93.53004778798547,11.351688770287303,422329,2.8590111500749416,10.770771294417386,1.742224663710046,735792,5.406563192891351,513.0,12001.0,5.0,382280.0,20624.0,8.0,6727.0,2792.0,27629.0,468.0,362104.0,22351.0,80.0,6090.0
2015-01-19,Monday,12.135030767687732,4113678.35,13.110668946686122,11.509547078790453,338992,3.1213953131637324,1.590983710530042,1.681169467126068,569903,5.323869647317642,193.0,5450.0,4.0,303145.0,25010.0,4.0,5071.0,1654.0,17216.0,443.0,296155.0,18281.0,65.0,4521.0
2015-01-20,Tuesday,12.036109866671982,4830584.37,13.773874319060905,12.775268412646602,401341,2.8081369458889074,1.6578386459394878,1.631253721897339,654689,5.847476454237459,168.0,5040.0,16.0,367538.0,21512.0,2.0,6923.0,1656.0,17672.0,408.0,358399.0,16059.0,68.0,6258.0
2015-01-21,Wednesday,11.826608067950488,5054337.49,14.051987652292683,12.672905405932408,427370,11.756511336780775,1.661873505393453,1.6342700704307742,698438,5.874883991453016,185.0,5319.0,1.0,394728.0,18710.0,1.0,8289.0,1764.0,18866.0,515.0,381004.0,16817.0,76.0,7533.0
2015-01-22,Thursday,12.069317087772047,5403083.25,14.149387944374167,12.968672343454605,447671,21.688689148950903,1.7077344969855093,1.6382276269849956,733387,5.909384973324618,179.0,5634.0,1.0,413908.0,20239.0,6.0,7615.0,1923.0,20504.0,529.0,397311.0,19655.0,92.0,6791.0
2015-01-23,Friday,12.132475880737946,5674067.79,13.636764991840183,13.37670869718922,467676,64.12668616734662,1.6544772235479264,1.6591892677836793,775963,5.969758482532387,216.0,6649.0,2.0,432727.0,19529.0,3.0,8388.0,2155.0,21658.0,540.0,414138.0,20721.0,86.0,7527.0
2015-01-24,Saturday,11.074226930289173,5049349.14,12.811862718607731,11.387882429918157,455955,9.916882959941223,1.4188147514557359,1.7365441765086467,791786,5.460360895990343,422.0,9940.0,5.0,422302.0,16727.0,2.0,6447.0,2698.0,24538.0,366.0,403148.0,18844.0,66.0,5677.0
2015-01-25,Sunday,12.042269222656493,4852733.44,13.065521686680567,11.678326240254771,402975,3.028641057137539,1.5733852968546433,1.705927166697686,687446,5.334296729281807,252.0,9810.0,7.0,364559.0,21721.0,6.0,6493.0,2361.0,25236.0,599.0,345324.0,22795.0,65.0,5854.0
2015-01-26,Monday,11.852274639806197,2695764.31,13.088243237406761,13.328621832778625,227447,2.6531671993915067,1.551254534023311,1.6339191108258189,371630,6.235044326479648,228.0,3528.0,2.0,208559.0,11009.0,4.0,4050.0,1273.0,7795.0,462.0,201669.0,12190.0,59.0,3635.0
2015-01-27,Tuesday,9.286438389825461,1247131.53,13.383069546802334,8.559903993169318,134296,2.238301587537976,1.2428105081312921,1.7147495085482813,230284,5.193690545011338,156.0,2118.0,0.0,125840.0,4113.0,1.0,2021.0,652.0,5219.0,25.0,122401.0,3921.0,13.0,1911.0
2015-01-28,Wednesday,12.07947951688204,4548576.33,13.80992544539755,13.261044852354066,376554,2.7619463609469026,1.6681671154734778,1.6374915682744042,616604,6.011711464735646,177.0,5030.0,3.0,343848.0,20677.0,8.0,6674.0,1628.0,17306.0,332.0,334921.0,15550.0,82.0,5995.0
2015-01-29,Thursday,12.624727229801119,5400807.81,13.829987962485932,14.531338885824086,427796,2.7752715546662428,1.7459982561781782,1.6347815313841176,699353,6.282431635360943,196.0,6360.0,0.0,393191.0,20615.0,2.0,7337.0,1920.0,21415.0,425.0,378730.0,17777.0,107.0,6630.0
2015-01-30,Friday,12.123907675915092,5802987.17,13.559434424873974,13.717105653518303,478640,2.6999629366538525,1.6439333110479692,1.6584364031422363,793794,6.080805837147773,309.0,8890.0,2.0,441808.0,19634.0,35.0,7848.0,2472.0,23724.0,513.0,423719.0,20359.0,118.0,7022.0
2015-01-31,Saturday,11.351379211851183,5841975.96,12.858728367653194,12.018518349399299,514649,9.246378930105761,1.4596430188341956,1.72858394750597,889614,5.764973982470444,424.0,12663.0,1.0,473931.0,17336.0,0.0,10168.0,3071.0,30079.0,387.0,450860.0,20204.0,78.0,9283.0
2015-02-01,Sunday,11.817439753708475,4944015.0,13.173299029230293,11.37845204119519,418366,48.86827966421746,1.5567466763551532,1.7212345171452748,720106,5.237365191042528,410.0,12968.0,2.0,376833.0,20130.0,5.0,7891.0,2883.0,28667.0,518.0,355871.0,22425.0,69.0,7218.0
2015-02-02,Monday,11.798712105761963,3934020.98,13.67942984381339,13.064383665039129,333428,47.57656693499047,1.6139965449812255,1.6583520280240411,552941,5.938590294221944,452.0,7519.0,4.0,298773.0,21730.0,0.0,4874.0,2005.0,17058.0,346.0,289392.0,19510.0,55.0,4322.0
2015-02-03,Tuesday,12.832962698927053,5346340.59,14.066321951254512,14.761096269092596,416610,37.22300784906747,1.8051258491154796,1.64155925205828,683890,6.288636620610248,459.0,7029.0,1.0,376423.0,24777.0,2.0,7754.0,2247.0,19795.0,484.0,366470.0,19668.0,88.0,6938.0
2015-02-04,Wednesday,12.76619303848229,5252803.32,14.111175021112347,15.017486993533627,411462,2.774554029290676,1.8014598431932962,1.6305588365389756,670913,6.360484169061701,276.0,6319.0,0.0,379384.0,18491.0,6.0,6828.0,2103.0,19476.0,506.0,364194.0,18070.0,93.0,6127.0
2015-02-05,Thursday,12.373376967378881,5628896.65,14.223914734693164,14.002166681321258,454920,21.69223683284973,1.7599785896421347,1.6385804097423722,745423,6.17640403021847,340.0,6959.0,2.0,420381.0,19168.0,4.0,7948.0,2309.0,22061.0,647.0,400463.0,21371.0,101.0,7117.0
2015-02-06,Friday,12.417181589837645,5863070.3,13.74620120110107,14.250763842707704,472174,37.722619458081134,1.706890764845163,1.6564719785502802,782143,6.247126614135483,405.0,8727.0,6.0,433964.0,19637.0,6.0,9156.0,2544.0,23213.0,572.0,414125.0,22371.0,107.0,8357.0
2015-02-07,Saturday,11.559188082471394,5555380.47,12.778796768891693,12.358058869101248,480603,2.665768087173821,1.477125153192968,1.7266330006262967,829825,5.68643047320968,479.0,11907.0,6.0,444335.0,15642.0,6.0,8022.0,3199.0,28410.0,393.0,420598.0,19947.0,109.0,7217.0
2015-02-08,Sunday,12.056474336073874,4893493.86,13.124477282985698,11.67232218310293,405881,3.0415731704612927,1.5823492353670163,1.7125487519741007,695091,5.261445673418676,447.0,11811.0,2.0,365919.0,20924.0,7.0,6629.0,3051.0,27595.0,566.0,344569.0,23285.0,79.0,5932.0
2015-02-09,Monday,11.51453966403476,4345817.56,13.986226333900682,11.911978035080281,377420,57.77377372688252,1.6104495787186688,1.6268692703089396,614013,5.745329467674,269.0,5461.0,0.0,345499.0,19956.0,3.0,6111.0,1859.0,17199.0,372.0,336872.0,14903.0,72.0,5403.0
2015-02-10,Tuesday,12.134549461265847,5101728.63,14.266444038596385,13.403292303911076,420430,2.7587663582522652,1.731168708227291,1.6285445853055205,684689,6.004249088600524,236.0,5865.0,1.0,386618.0,20599.0,2.0,6960.0,1985.0,19472.0,432.0,373911.0,17484.0,93.0,6233.0
2015-02-11,Wednesday,12.470341483903601,5522266.26,14.329734075517031,14.208861035336199,442832,19.802630026737003,1.7869667729522707,1.63283367055678,723071,6.17936392377085,258.0,6816.0,0.0,407940.0,20176.0,0.0,7506.0,2010.0,21157.0,537.0,392981.0,18493.0,93.0,6702.0
2015-02-12,Thursday,12.818344242107212,5881120.43,14.155205796389382,14.548345920380116,458805,15.661792831377165,1.8144630071599044,1.6453002909732892,754872,6.321362607115163,268.0,7075.0,3.0,422024.0,21691.0,3.0,7632.0,2277.0,22688.0,637.0,404053.0,21329.0,107.0,6860.0
2015-02-13,Friday,13.4754088546327,6475769.43,13.422883711287417,16.14259970617735,480562,75.2037815516,1.808788460177875,1.6658474869007538,800543,6.566674048206096,501.0,10804.0,2.0,435525.0,24017.0,3.0,9603.0,3018.0,25520.0,887.0,417427.0,24014.0,99.0,8719.0
2015-02-14,Saturday,12.134883825960724,6018659.68,12.249189008806027,13.364617323279166,495980,2.748862514617525,1.4864248558409614,1.7391810153635228,862599,5.88808996673415,494.0,14254.0,2.0,452284.0,19539.0,6.0,9188.0,3527.0,30485.0,535.0,429865.0,22347.0,91.0,8287.0
2015-02-15,Sunday,11.772824205460859,5343072.72,12.258350659318745,11.864817038597357,453848,4.695207602545346,1.443154073610548,1.737832930849095,788712,5.666192870703201,539.0,14601.0,10.0,409685.0,19955.0,4.0,8889.0,3448.0,30764.0,628.0,387093.0,22967.0,58.0,8095.0
2015-02-16,Monday,11.933974217844018,4867617.47,13.015946998809666,11.208108082707536,407879,3.1420766943137552,1.5533197590461878,1.6928770542244147,690489,5.444016207489427,278.0,7430.0,6.0,365112.0,26325.0,2.0,8612.0,2303.0,21220.0,904.0,352454.0,22267.0,58.0,7912.0
2015-02-17,Tuesday,12.455893315635459,4860962.19,13.675118094263553,13.453109684120255,390254,20.86252327971014,1.703358120608629,1.6722852296196835,652616,5.96346982916679,271.0,6103.0,2.0,354215.0,22293.0,1.0,7216.0,1953.0,19072.0,697.0,342478.0,18711.0,69.0,6526.0
2015-02-18,Wednesday,12.443151619068775,5377457.29,13.705225169719574,13.729193527735742,432162,2.816976897552307,1.7053619476029822,1.6527552167937023,714258,6.089788081156387,207.0,6399.0,3.0,397452.0,20344.0,1.0,7608.0,2094.0,20997.0,615.0,381489.0,19165.0,71.0,6882.0
2015-02-19,Thursday,12.255972218401869,5792356.31,13.82307453389379,13.554712856482901,472615,2.872901452556521,1.6941521746030066,1.6485490303947188,779129,6.110078033887775,246.0,7561.0,0.0,434414.0,21039.0,5.0,9201.0,2291.0,23402.0,594.0,416113.0,20841.0,133.0,8370.0
2015-02-20,Friday,12.146964250980647,5995158.5,13.500634053294839,13.407003280978161,493552,16.82586631195902,1.6399171921094435,1.6633444905501344,820947,6.120172983924747,311.0,8585.0,3.0,452624.0,21406.0,1.0,10360.0,2679.0,23994.0,733.0,433447.0,22145.0,95.0,9455.0
2015-02-21,Saturday,11.887139997025733,5355525.07,12.656409990440022,13.407126960556912,450531,2.6891907327131763,1.5044851741611565,1.7328685484461668,780711,5.958700588127141,496.0,14341.0,2.0,410154.0,16616.0,14.0,8706.0,3053.0,28784.0,466.0,389789.0,19625.0,90.0,7961.0
2015-02-22,Sunday,12.564843948737959,4959067.48,13.054373077415757,12.39140805922803,394678,38.655275718433764,1.640261605663351,1.7119474609681817,675668,5.405274622027749,472.0,13090.0,5.0,349607.0,24778.0,6.0,6624.0,2874.0,28213.0,689.0,332357.0,23662.0,65.0,6001.0
